"","Level","Date","State.FIPS","State.Postal.Code","County.FIPS","County.Name","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips..1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips...500","Row.ID","Week","Month"
"1943019","County","2020/08/12",12,"FL",12057,"Hillsborough County",320705,1151263,3827293,925377,913396,467162,602703,626654,186814,51815,31130,5586,16656,"12-12057-20200812",32,8
"1947302","County","2020/08/13",12,"FL",12057,"Hillsborough County",315072,1156896,3828055,908124,926806,458756,604394,625255,192076,50636,34237,7054,20717,"12-12057-20200813",32,8
"1948244","County","2020/08/14",12,"FL",12057,"Hillsborough County",291671,1180297,4064552,945559,978073,510344,651353,661201,193085,56055,39429,7028,22425,"12-12057-20200814",32,8
"1951873","County","2020/08/15",12,"FL",12057,"Hillsborough County",315495,1156473,3821544,894350,953922,488329,620653,573455,173902,52868,35703,7486,20876,"12-12057-20200815",32,8
"1954713","County","2020/08/16",12,"FL",12057,"Hillsborough County",355412,1116556,3438896,773817,879342,436147,554939,502678,159644,55633,41300,8886,26510,"12-12057-20200816",33,8
"1960008","County","2020/08/17",12,"FL",12057,"Hillsborough County",343648,1128320,3863749,905046,913911,469036,620982,634332,192670,53367,39525,7048,27832,"12-12057-20200817",33,8
"1962863","County","2020/08/18",12,"FL",12057,"Hillsborough County",321135,1150833,3829262,882698,891914,462216,613223,649819,196446,58181,38484,7296,28985,"12-12057-20200818",33,8
"1966679","County","2020/08/19",12,"FL",12057,"Hillsborough County",316747,1155221,3955049,916355,922253,482461,624075,681943,203696,53052,35048,7625,28541,"12-12057-20200819",33,8
"1968477","County","2020/08/20",12,"FL",12057,"Hillsborough County",302418,1169550,4020494,938783,937239,485405,641660,679305,205423,57926,39378,7363,28012,"12-12057-20200820",33,8
"1970289","County","2020/08/21",12,"FL",12057,"Hillsborough County",286888,1185080,4323838,1003827,1024612,537830,692094,722748,209814,61438,39164,7363,24948,"12-12057-20200821",33,8
"1974860","County","2020/08/22",12,"FL",12057,"Hillsborough County",314421,1157547,4031962,950164,1009351,520251,649172,603748,174912,54716,34674,7679,27295,"12-12057-20200822",33,8
"1977793","County","2020/08/23",12,"FL",12057,"Hillsborough County",362087,1109881,3293997,768795,856618,439820,522270,473798,132947,45117,30327,6342,17963,"12-12057-20200823",34,8
"1981778","County","2020/08/24",12,"FL",12057,"Hillsborough County",343968,1128000,3644474,870494,885133,445324,565590,611616,173336,45734,24916,5071,17260,"12-12057-20200824",34,8
"1985761","County","2020/08/25",12,"FL",12057,"Hillsborough County",336796,1135172,3804691,902366,911470,467774,609835,639713,183329,44508,25345,4323,16028,"12-12057-20200825",34,8
"1987573","County","2020/08/26",12,"FL",12057,"Hillsborough County",336404,1135564,3747198,899137,895217,453500,594541,640745,178663,45305,24530,4320,11240,"12-12057-20200826",34,8
"1991973","County","2020/08/27",12,"FL",12057,"Hillsborough County",340082,1131886,3852335,920908,938993,466634,613908,643226,184599,46375,26989,4886,5817,"12-12057-20200827",34,8
"1992422","County","2020/08/28",12,"FL",12057,"Hillsborough County",330244,1141724,3999853,937572,977048,502482,646719,657399,184840,52679,29289,5283,6542,"12-12057-20200828",34,8
"1996023","County","2020/08/29",12,"FL",12057,"Hillsborough County",344299,1127669,3816758,883750,972734,500315,624364,583878,163445,50288,27168,4603,6213,"12-12057-20200829",34,8
"1999613","County","2020/08/30",12,"FL",12057,"Hillsborough County",384206,1087762,3227757,714926,860881,428281,523652,473394,133983,47214,30533,6263,8630,"12-12057-20200830",35,8
"2003226","County","2020/08/31",12,"FL",12057,"Hillsborough County",347794,1124174,3742997,895760,928590,468716,593127,605373,166251,45414,26181,5423,8162,"12-12057-20200831",35,8
"2005753","County","2020/09/01",12,"FL",12057,"Hillsborough County",343610,1128358,3979377,950477,999196,504514,639847,628357,175374,44271,25854,5249,6238,"12-12057-20200901",35,9
"2009595","County","2020/09/02",12,"FL",12057,"Hillsborough County",342922,1129046,4079952,973979,1014681,504447,658326,664581,181439,45053,26332,5154,5960,"12-12057-20200902",35,9
"2011154","County","2020/09/03",12,"FL",12057,"Hillsborough County",323670,1148298,4255536,1043243,1067054,530281,664385,678156,180171,47425,30502,6298,8021,"12-12057-20200903",35,9
"2015887","County","2020/09/04",12,"FL",12057,"Hillsborough County",332992,1138976,4176064,984853,1038621,520985,675445,658390,188250,56438,37200,7647,8235,"12-12057-20200904",35,9
"2018468","County","2020/09/05",12,"FL",12057,"Hillsborough County",342731,1129237,4039603,976484,1042037,527719,632959,585391,175108,53470,32448,7001,6986,"12-12057-20200905",35,9
"2020785","County","2020/09/06",12,"FL",12057,"Hillsborough County",377752,1094216,3514797,865854,921378,441582,552891,488801,152111,47840,30163,6622,7555,"12-12057-20200906",36,9
"2025516","County","2020/09/07",12,"FL",12057,"Hillsborough County",384101,1087867,3290120,793473,852162,412545,513441,468050,144529,52322,36034,8205,9359,"12-12057-20200907",36,9
"2026903","County","2020/09/08",12,"FL",12057,"Hillsborough County",359987,1111981,4014044,938265,984541,500391,643081,672956,184154,49545,28898,5196,7017,"12-12057-20200908",36,9
"2030003","County","2020/09/09",12,"FL",12057,"Hillsborough County",349716,1122252,4032720,940846,998650,496595,648082,676245,183149,48220,27808,5410,7715,"12-12057-20200909",36,9
"2035635","County","2020/09/10",12,"FL",12057,"Hillsborough County",346864,1125104,3984107,932921,990518,486856,640967,661126,179710,48392,29844,5566,8207,"12-12057-20200910",36,9
"2037333","County","2020/09/11",12,"FL",12057,"Hillsborough County",332024,1139944,4263942,1001494,1062997,535676,692253,688725,186326,53074,29673,5757,7967,"12-12057-20200911",36,9
"2041118","County","2020/09/12",12,"FL",12057,"Hillsborough County",363127,1108841,3793829,886136,982731,494612,620791,565651,154711,46682,29609,6166,6740,"12-12057-20200912",36,9
"2043684","County","2020/09/13",12,"FL",12057,"Hillsborough County",392821,1079147,3158478,686537,839713,414980,526325,468988,132545,48434,25725,6047,9184,"12-12057-20200913",37,9
"2047546","County","2020/09/14",12,"FL",12057,"Hillsborough County",358065,1113903,3948338,937381,986587,494212,625707,646982,172201,44520,27882,5057,7809,"12-12057-20200914",37,9
"2050481","County","2020/09/15",12,"FL",12057,"Hillsborough County",351855,1120113,4002741,947045,989951,499063,645072,652724,178817,49574,28092,5327,7076,"12-12057-20200915",37,9
"2054734","County","2020/09/16",12,"FL",12057,"Hillsborough County",350798,1121170,4004724,904030,992462,495191,662667,674462,188725,47221,28084,5401,6481,"12-12057-20200916",37,9
"2056471","County","2020/09/17",12,"FL",12057,"Hillsborough County",346014,1125954,4026671,925980,993767,508664,647834,673124,185720,49101,29150,6335,6996,"12-12057-20200917",37,9
"2058483","County","2020/09/18",12,"FL",12057,"Hillsborough County",336966,1135002,4354700,1019898,1093484,554597,682306,703076,195484,55745,36290,6946,6874,"12-12057-20200918",37,9
"2062893","County","2020/09/19",12,"FL",12057,"Hillsborough County",358965,1113003,4217585,996424,1095762,557252,677031,617080,176385,56552,28636,6268,6195,"12-12057-20200919",37,9
"2067342","County","2020/09/20",12,"FL",12057,"Hillsborough County",368187,1103781,3387450,814711,909483,447679,541302,456644,133270,46237,27019,5405,5700,"12-12057-20200920",38,9
"2067677","County","2020/09/21",12,"FL",12057,"Hillsborough County",362154,1109814,3708399,890337,939900,466558,580749,596518,159557,41855,24665,4203,4057,"12-12057-20200921",38,9
"2071995","County","2020/09/22",12,"FL",12057,"Hillsborough County",325909,1146059,4074930,985246,1034456,499224,640293,665764,179135,42141,22287,3437,2947,"12-12057-20200922",38,9
"2075314","County","2020/09/23",12,"FL",12057,"Hillsborough County",315877,1156091,4119398,986625,1035433,513510,653141,679879,179941,40064,23886,3964,2955,"12-12057-20200923",38,9
"2078670","County","2020/09/24",12,"FL",12057,"Hillsborough County",318267,1153701,4075246,969251,1027812,514871,643170,664656,178231,43132,25607,4857,3659,"12-12057-20200924",38,9
"2083085","County","2020/09/25",12,"FL",12057,"Hillsborough County",300250,1171718,4324489,1026145,1095583,543317,694351,697118,180761,50381,28303,4699,3831,"12-12057-20200925",38,9
"2084682","County","2020/09/26",12,"FL",12057,"Hillsborough County",331908,1140060,4157206,1011934,1082194,540146,654366,618148,171101,47674,24836,3992,2815,"12-12057-20200926",38,9
"2086905","County","2020/09/27",12,"FL",12057,"Hillsborough County",353310,1118658,3569360,861881,968709,466371,554517,494161,139695,47109,28407,5249,3261,"12-12057-20200927",39,9
"2090687","County","2020/09/28",12,"FL",12057,"Hillsborough County",322030,1149938,4001876,995317,1003035,501778,622738,637159,174314,40367,20525,3691,2952,"12-12057-20200928",39,9
"2094833","County","2020/09/29",12,"FL",12057,"Hillsborough County",328434,1143534,4049619,936617,1007059,500982,648860,690562,191879,46967,21809,3223,1661,"12-12057-20200929",39,9
"2096210","County","2020/09/30",12,"FL",12057,"Hillsborough County",319373,1152595,4310976,1006141,1064298,535810,688815,727549,207946,51327,24171,3237,1682,"12-12057-20200930",39,9
"2101877","County","2020/10/01",12,"FL",12057,"Hillsborough County",314826,1157142,4216232,999745,1060812,525632,661775,695335,196173,46500,23722,4152,2386,"12-12057-20201001",39,10
"2102359","County","2020/10/02",12,"FL",12057,"Hillsborough County",321190,1150778,4095700,980824,1041335,517560,654380,650055,172352,46970,26268,3939,2017,"12-12057-20201002",39,10
"2108163","County","2020/10/03",12,"FL",12057,"Hillsborough County",349972,1121996,3886575,880467,1021211,526877,637314,586813,156980,48461,23229,3307,1916,"12-12057-20201003",39,10
"2110662","County","2020/10/04",12,"FL",12057,"Hillsborough County",388459,1083509,3236379,752898,875637,435665,529563,457924,108919,40751,27947,4701,2374,"12-12057-20201004",40,10
"2112155","County","2020/10/05",12,"FL",12057,"Hillsborough County",372931,1099037,3850664,898109,965479,475871,614460,644642,175210,49572,22806,2799,1716,"12-12057-20201005",40,10
"2117610","County","2020/10/06",12,"FL",12057,"Hillsborough County",344535,1127433,4079491,941956,1001095,518276,666565,689900,187743,47046,22499,2883,1528,"12-12057-20201006",40,10
"2118979","County","2020/10/07",12,"FL",12057,"Hillsborough County",335931,1136037,4201730,964694,1043162,532622,676882,712301,195130,48904,23036,3256,1743,"12-12057-20201007",40,10
"2122692","County","2020/10/08",12,"FL",12057,"Hillsborough County",342825,1129143,3951881,909872,962144,494327,640307,675891,193293,47859,23089,3198,1901,"12-12057-20201008",40,10
"2125517","County","2020/10/09",12,"FL",12057,"Hillsborough County",341472,1130496,4193730,957742,1045844,533902,696028,684840,188812,53137,27741,3944,1740,"12-12057-20201009",40,10
"2129335","County","2020/10/10",12,"FL",12057,"Hillsborough County",369562,1102406,3954858,912182,1020670,510619,651590,592072,184718,51231,26673,3569,1534,"12-12057-20201010",40,10
"2131262","County","2020/10/11",12,"FL",12057,"Hillsborough County",378590,1093378,3369502,759813,898085,445169,549526,492255,140409,49769,28803,4192,1481,"12-12057-20201011",41,10
"2133746","County","2020/10/12",12,"FL",12057,"Hillsborough County",354733,1117235,3883790,900600,984929,487229,625824,626434,176054,50228,27726,3390,1376,"12-12057-20201012",41,10
"2138491","County","2020/10/13",12,"FL",12057,"Hillsborough County",341087,1130881,3982335,927328,1004184,496491,634773,654336,182274,50772,26524,3854,1799,"12-12057-20201013",41,10
"2141147","County","2020/10/14",12,"FL",12057,"Hillsborough County",332605,1139363,3980803,917906,987634,503444,644202,663540,182705,49222,25582,3720,2848,"12-12057-20201014",41,10
